Asin,UserName,Rating,Subject,ReviewDate,Review,feedback
B008IFXQFU,Satya,5,Does the job well,Reviewed in India on 21 June 2020,Working fine. Happy n worth purchase.,1
B008IFXQFU,Rahul Joshi,1,This is version 2,Reviewed in India on 12 July 2020,this is version 2 does not support some specific functions.the rating is for the product and not the for the vendor.hope you guys dont repeat the mistake,0
B008IFXQFU,VJ,5,TP link Rocks,Reviewed in India on 8 August 2020,Works perfectly. It transmist 72mbps from jio dongle. Doesn't heat up. So far it works fine,1
B008IFXQFU,somnath,5,"Don't think too much before buying, just grab it",Reviewed in India on 1 August 2016,"This device is working fine. I was not expected about its performance, but this device satisfied me fully and expectations. Even I tried to use it through my mobile hotspot(2G+3G) connected with PC and it was perfectly works. Don't know how many days this device should be working well! Let's see. But happy to get this and thanks to amazon.",1
B008IFXQFU,sumit,4,Driver support,Reviewed in India on 19 November 2019,I am not sure about the driver version if connected on Linux environment and provided drivers are only for windows.,1
B008IFXQFU,Sagar Baranwal,5,Awesome product .,Reviewed in India on 3 August 2020,This very best products at this price,1
B008IFXQFU,Amazon Customer,5,Working absolutely flawless!,Reviewed in India on 24 April 2019,"This product is a must purchase for those users whose laptop wifi adapter is corrupted and also for the desktop users where the wifi adapter is not present at all. Installation is too easy. Overall, the product has met my expectations.",1
B008IFXQFU,Dinesh Sunny,5,Good product,Reviewed in India on 4 June 2020,Sometimes it gets disconnected on its own ... The rest of the works so cool love the quality,1
B008IFXQFU,Rohit Kumar,5,Good Product,Reviewed in India on 31 August 2019,Genuine Review - The Product is good and easy to understand even for a non-technical person. You just have to install the driver and connect.. Its so simple.. Overall a good product at a convenient price,1
B008IFXQFU,Anjali srivastava,5,Super se Oopar brilliant Job TP,Reviewed in India on 7 March 2016,This works brilliantly love it I never thought that without upgrading to superior processor than P4 I can use wifi in my PC just loving it plug install drivers & play must recommend if u have no wifi facility in ur PC or laptop speed is great.. 5star,1
B008IFXQFU,Rajendra Goliwada,1,Wasted my money.,Reviewed in India on 21 March 2020,Connectivity is very low... Too costly... As compare to the other products.. U cannot able to see vedios from online or Youtube..,0
B008IFXQFU,Abhishek,1,Keeps disconnecting every few mins!,Reviewed in India on 28 March 2020,The wifi signal keeps disconnecting every few mins even though I'm literally sitting in the same room as my router. I have to unplug it and plug it back then the connection resumes. Bad experience!!,0
B008IFXQFU,Amazon Customer,1,Bad product and pathetic range,Reviewed in India on 4 July 2020,Bad product and range even not detecting wireless range with in room. Finally I shifted my router within pc and connected through wire. Even refund option is not available.,0
B008IFXQFU,cvm k.,5,Very good product,Reviewed in India on 6 September 2020,Good item. Everyone should purchase for excellent wi fi signal and speed. Easy to use.,1
B008IFXQFU,Amazon Customer,1,Misleading product description,Reviewed in India on 14 July 2020,This device does not connect to 5ghz and it is no where mentioned in your catalog. I would like to replace it with a usb device that connects to 5g wifi at home.,0
B008IFXQFU,shreyash patel,4,Awesome product,Reviewed in India on 30 August 2020,"Product s nice, easy to use and if you are buying for home use then it is very good product.",1
B008IFXQFU,Nikunj T.,5,Easy to setup & use,Reviewed in India on 6 October 2019,I have 2 of these & they work amazing has been using them for more then 3 months now,1
B008IFXQFU,Wareed I.,1,TOOOOO SLOW,Reviewed in India on 17 November 2018,"Does not even touch 1Mbps upload/download whereas my phone does around 30Mbps connected to the same network inches away from the computer this adapter is plugged in. Really disappointed, Rs. 450 totally wasted.",0
B008IFXQFU,Shweta Jain,5,Good,Reviewed in India on 4 June 2020,Works perfectly..i purchased 1 year ago..still working  good,1
B008IFXQFU,Rohit kumar,5,Supports CP Plus DVR best product for it.,Reviewed in India on 25 August 2020,"I ordered this product for CPPLUS DVR, before that I have ordered many other products but did not work. This product is just awesome put it in USB and voila starts working.",1
B008IFXQFU,Yuvams,1,TPLINK Wi-Fi Faulty dongle,Reviewed in India on 4 September 2020,"Wi-Fi access is very slow, I brought to access wireless connectivity but not solved my problem. May be I received faulty one. Is there any chance to replace it with new one",0
B008IFXQFU,Amazon Customer,1,Not the best wifi adapter in the market.,Reviewed in India on 3 July 2016,"I had several issues with this adapter.1. It is very flimsy, my adapter is already falling apart2. Does NOT support linux (ubuntu 14.04) out of the box and the drivers provided by them don't install.3. Crashing very often in Windows 10. Hopefully they rope in proper support in the future for Windows 10.4. Connection drops frequently.I suggest you look at other alternatives before yo go for this....",0
B008IFXQFU,Akash Arora,1,Wastage of money slow speed,Reviewed in India on 19 June 2020,Guys only buy this if u want to waste your money .I recently bought this item but it will give u a very slow speed if you will use wi-fi thru this device .,0
B008IFXQFU,AMARENDAR REDDY,2,Good except this one issue,Reviewed in India on 31 July 2019,Some times deu to software problem connection broken will occur and it shows that installation driver has to load again,0
B008IFXQFU,N. Srinivasan,5,Durable,Reviewed in India on 27 June 2019,Good wifi dongle. Good built quality. Great buy. Highly recommented,1
B008IFXQFU,Bob Barney,5,Great Range,Reviewed in India on 22 August 2020,Plug and Play.  No problems.  Fantastic range.,1
B008IFXQFU,Amazon1112233,5,Good sleek with light indicator for activity.,Reviewed in India on 10 July 2020,Good sleek with light indicator for activity.,1
B008IFXQFU,Amazon Customer,1,"Third class product ""0"" start",Reviewed in India on 2 July 2018,Rhis product not run properlyInternet speed very slow i have 6 MBps plan but this chip maximum 1.5 to 2 MBps speed,0
B008IFXQFU,Aditya Kumar,4,"Good item, little expensive but good",Reviewed in India on 26 July 2020,"Good and easy, little expensive higher price, let’s it’s N300 quality of performance",1
B008IFXQFU,BK,5,Plug and play,Reviewed in India on 21 November 2018,I couldnt find the version nunber so i didnt install drivers.. glad to find out that its plug and play in windows 10 and i highly recommend it.Used as a replacement for my boor built in wifi adapter in my laptop.,1
B008IFXQFU,Rishi Giri,5,Go for it!,Reviewed in India on 2 March 2018,I bought it because my laptop had some issue connecting to the wifi. This works pretty neatly. I used Linux and there is no compatibility issue with this product. The product is cheap and works like a charm.,1
B008IFXQFU,arun,1,Very bad too slow,Reviewed in India on 9 June 2020,Not working too slow,0
B008IFXQFU,Manavi Tripathi,1,Poopy,Reviewed in India on 25 June 2020,Your wifi speed will go 10000009 times slowerBuy a more expensive oneIt will be worth it,0
B008IFXQFU,Amazon Customer,4,Must recommended product,Reviewed in India on 30 June 2019,Over all a must buy product someone who is looking for wireless network .I am using it in my desktop works well and satisfying.,1
B008IFXQFU,Karan,3,Kali Linux/Monitor Mode,Reviewed in India on 8 November 2017,Hello Guys!! If you are planning to buy this wireless adapter for kali linux then please dont buy it. V1 supports in kali as it had artheros chipset in V2&3 it has realtek chipset that too the one which does not support kali......for windows mac it is the good adapter with its low price,2
B008IFXQFU,Sayeeram,2,5 GHz Not Supported,Reviewed in India on 10 April 2019,It does not support 5 GHz wifi and the speed of the wifi is comparatively slow,0
B008IFXQFU,Sandeep Dogra,5,Awesome product .. Loved it ..,Reviewed in India on 22 July 2020,"Great product ! If your desktop doesn't have inbuilt wifi provision, then don't give a second thought .. JUST BUY IT.. You will surely love it after using it..",1
B008IFXQFU,Janendra,5,Worth the money,Reviewed in India on 11 January 2019,Easy to install. As per my usage the range is also good. No issue with the connectivity,1
B008IFXQFU,Ronny Vania,5,A product worthy of its reputation...,Reviewed in India on 15 February 2019,Excellent product.. Just plug into the USB port and you are up and running... No loss of data speed noticed. Working perfectly.,1
B008IFXQFU,Swapnil Gawali,1,Connection issue,Reviewed in India on 22 June 2020,"sometimes it is connected to internet but not able to surf internet, need to remove and plug again.. disappointed",0
B008IFXQFU,D. Thomas,5,Easy to use,Reviewed in India on 13 March 2019,Under the device..then Install drivers... Working perfectly on HP laptop windows 10,1
B008IFXQFU,Vijay,4,Good,Reviewed in India on 12 August 2020,"Wifi is ok, casting having issues",1
B008IFXQFU,JD,5,A nice one,Reviewed in India on 7 April 2018,A really nice product. Easy to install. It has a installer CD along with the product. Everything seems fine about the product.,1
B008IFXQFU,Rhushikesh,2,Not recommended for high bandwidth connection,Reviewed in India on 8 November 2018,The Product is awesome for small networks. Upto 10 Mbps connections. I have 40 Mbps network and this gave me only 10-12 Mbps speed. I checked the same network on my phone and it gives 40Mbps but through this adaptor I can get only 10 Mbps,0
B008IFXQFU,sujit k maharana Orissa,5,Wifi super supporter,Reviewed in India on 4 November 2019,A very convincing and convinient device to solve the low band width of signals,1
B008IFXQFU,AshishR,5,Tp LINK does what is says,Reviewed in India on 12 January 2019,Great product.  Been using for 2 months now without any hassle. Installation went smooth. Just enter you wifi password and you r good to go. Works right out of the box. I highly recommend to buy this product.,1
B008IFXQFU,Vikrant,5,Worth buying,Reviewed in India on 19 February 2019,"Works fine on windows... No problem while installing, good for gaming and streaming.",1
B008IFXQFU,Digvijay Desai,5,Plug-n-play,Reviewed in India on 24 January 2019,The tp-link USB WiFi adaptor is very easy and reliable to use....if your device doesn't have WiFi... it's a very easy and affordable piece of tech!!,1
B008IFXQFU,LurkyMurker,5,"its an excellent adapter, the chipset is one of the most ...",Reviewed in India on 9 December 2015,"Served the purpose well, its an excellent adapter, the chipset is one of the most rugged and supported ones in the market! If you are here for a reason, this will serve it well. Cheers!The seller was very professional and delivery was prompt!",1
B008IFXQFU,Bhavin Solanki,1,Absolutely useless,Reviewed in India on 2 February 2020,"Absolute garbage product, takes forever to get it even remotely working. So many issues can't even begin to describe. Waste of money.",0
B008IFXQFU,abilash shrestha,5,better range receiver,Reviewed in India on 20 May 2018,very nice product used for laptop as for desktop pc. have a better range receiver  then normal laptop wifi adapter .,1
B008IFXQFU,Areeb I.,5,Best,Reviewed in India on 6 September 2020,Its Just Best Wifi adapter as we all know TP Link is best in this field and signal is truly 150mbps and easy to use just plug and play,1
B008IFXQFU,Alen,1,Stops working frequently,Reviewed in India on 28 January 2016,"It stops working after each 10 minutes. After that, we need to remove it and re-plug it. It's too much annoying. I tried in various computers, running windows, linux, and iMac.I'm disappointed.",0
B008IFXQFU,SRM,5,TP-Link is always user friendly and durable,Reviewed in India on 1 November 2018,Working very nicely. Just plug and play. No device drivers need to be loaded even though they have provided. Wonderful product. Recommended.,1
B008IFXQFU,Abhishek,4,Worth money,Reviewed in India on 16 February 2019,This wifi dingle is working good. I am using since 15 months. If you are using wireless mouse then sometimes it may interfere with working of mouse. You can use as hotspot or wifi receiver as well. I am giving 4 star as it's range is not long,1
B008IFXQFU,Nishad,4,Very Good Product!,Reviewed in India on 19 March 2016,Amazon delivered the product on the third day.it was well wrapped and contained th product.also had user manual and installation cd.It is working very well. Can now connect to pc and my android easily.thank you #TPLink #Amazon.in,1
B008IFXQFU,KRISHNA B.,4,Over all good,Reviewed in India on 1 November 2019,"Good in quality, economic and delivered on time.",1
B008IFXQFU,muhil,5,Good,Reviewed in India on 17 July 2020,Worth the price,1
B008IFXQFU,Jitindra,5,Great Product,Reviewed in India on 20 December 2018,If you have issues with WIFI in your laptop this is a great product and really is fast. Didn't test it to increase the strength of the signal.,1
B008IFXQFU,Shreyas,5,Awesome Product !,Reviewed in India on 2 October 2019,"Plug.. Few simple driver installations, nicely and clearly mentioned on sidebook.. and there you go...very easy to use..Catches the signal very well.. Liked this product 👍",1
B008IFXQFU,Khumaarr,5,Good product,Reviewed in India on 27 September 2017,Good product.im useing eBay's China product but this one is just awesome.i bought it for my jiofi m2s and it's catching signal excellentely and now I'm happy to buy it.tq Amazon.,1
B008IFXQFU,Ruchik,5,wonderful product,Reviewed in India on 28 August 2020,"it is wonderful product and delivered what i was expecting, very easy to use.",1
B008IFXQFU,Imran,5,Awesome Product,Reviewed in India on 9 August 2019,Good product in this price range . connectivity is very strong.,1
B008IFXQFU,PRAKASH.K.,3,average product,Reviewed in India on 11 May 2017,"i find it is a not great product, every half an hour wifi get's disconnected & you have to go through it again & again",2
B008IFXQFU,Sourav,4,Budget and good adapter,Reviewed in India on 5 November 2018,Very good product who not interested to install pci card so this product is good i think thos is better then pci i got this product in 499.,1
B008IFXQFU,shaikh anas,3,Below average product.,Reviewed in India on 2 November 2015,Guys I had an average experience with this product. I am getting speeds of 1.5MB -2MB/s . On ethernet cable I am getting 8-9MB/s All speeds above are MegaBytes. So if you want to use a great quality connection cable would be a good option or go for a 300Mbps adapter. For internet connection upto 10Mbps its a great product.,2
B008IFXQFU,Alok,3,Go for it (But not on Linux).,Reviewed in India on 10 January 2017,The linux driver is seriously crippled. Absolutely low range. Not expected from tp-link which otherwise has excellent linux compatibility. Works well under windows though,2
B008IFXQFU,Shreyash Naik,3,Not good,Reviewed in India on 19 March 2019,Man this product cost so expensive and still difficult to use on my Windows 10,2
B008IFXQFU,Akram,2,Hit and miss all the time,Reviewed in India on 3 November 2018,this product gives me hit and miss results for me... don't know does it actually supposed to work like it... with constant internet lagging!! actually dissatisfied!,0
B008IFXQFU,CHETAN SHETTER,4,Better Than the built-in laptop wifi adapter,Reviewed in India on 22 January 2020,Really very easy to use. And it doesn't expands the signal range significantly.,1
B008IFXQFU,Sunil Kumar,5,Amazing product 😆😆😆👏👏👏👏,Reviewed in India on 1 July 2014,Although it's a very small adapter yet its performance is extraordinary.It has been a week since I had this.Working very fine.Easy plug and play.Range is very good.Overall nice product in its range.,1
B008IFXQFU,vijay s.,2,most time auto disconnect not worth,Reviewed in India on 28 July 2020,this item total disappoint me most time auto disconnect not worth and not recommend to any one,0
B008IFXQFU,RanjithKannan,5,Nice product. Works well,Reviewed in India on 11 September 2020,Connects easily. Plug and play. Works without getting disconnected,1
B008IFXQFU,Kousik pramanik,5,No need to install drivers in Windows 10 OS,Reviewed in India on 10 August 2020,Easy to use..No need to Install drivers in Windows 10 OS..Just plugin and use..,1
B008IFXQFU,Kirtikumar Shah,1,Made in China,Reviewed in India on 30 May 2020,It's made in China,0
B008IFXQFU,Mohan Kumar V,4,Nice one product,Reviewed in India on 15 July 2020,Nice product that's value of money and eassy to use,1
B008IFXQFU,Amazon Customer,5,Comapct n Powerfull.,Reviewed in India on 9 September 2019,"Its a very compact product. You just need to install the driver with the CD that you are going to get the bundle, after that you are good to go. I didn't face any issue while connecting the internet through my phone.",1
B008IFXQFU,Sourav,3,Computer me chl raha,Reviewed in India on 13 December 2018,I've purchase for dvr.  but Not working on dvr now wt to do.  and need a software installation to run this little thing,2
B008IFXQFU,SM,1,Doesnt work on Windows 10. Waste of time,Reviewed in India on 5 October 2017,"Doesnt work on Windows 10, tried on 3 laptops and even asked for a replacement that did not work at all",0
B008IFXQFU,Shane Albuquerque,4,Best Portable Nanon USB Wi-Fi Adapter for Non Wireless Devices,Reviewed in India on 9 June 2016,"Great product, prompt delivery from Amazon. Portable, easy to use. Plugin and install driver, connect to your network, gives almost 90% connection at first instant. Good Packaging from TP-LINK. Since its small in size, plugins in your USB port and doesn't interfere much and less chances of damage.",1
B008IFXQFU,kartik shah,5,Perfect !,Reviewed in India on 11 September 2020,"its perfect for domestic use.  I use to transmit my Jio- Fiber Signal to my PC.its works fine, easy installation. speed is fine , not much loss",1
B008IFXQFU,Samin A.,5,Better than a lot of wifi adapters.,Reviewed in India on 30 July 2020,"One of the best wifi adapters I have seen, can connect to wifi signals far away, and you just plug it in and done you can connect to any wifi signal.",1
B008IFXQFU,Adesh,1,Not Satisfied,Reviewed in India on 25 June 2017,It has a issue it disconnects after every mixed interval of time means the internet does not work even though the wifi signal does not show any error or signal lose. It disconnects for atleast 30-40 sec and then starts again and then again disconnects,0
B008IFXQFU,Amazon Customer,3,Issue,Reviewed in India on 19 August 2020,Sometime My wifi is not getting displayed int the list and getting list of wifi of neighbours.,2
B008IFXQFU,Bipin Yadav,5,Best for short distances!!!,Reviewed in India on 4 September 2020,"Simple, easy and quite effective. Keep your wifi nearby only. Effective till 2 metres.If using shorter distances then it is the best!!",1
B008IFXQFU,ANKIT ADHANA,5,Amazing product go for it..,Reviewed in India on 8 December 2018,Amazing product from tp link range is very good on this adapter and LED light gives real time data speed record.,1
B008IFXQFU,nasar,5,Wireless adapter working very good for laptop and desktop,Reviewed in India on 1 August 2016,Wireless adapter working very good for laptop and desktop.  U have Chromecast dongle and smart TV. Use wireless adapter in u r desktop and  connect to chromecast dongle in u r smart tv and watch YouTube and Goole and mirroring u r desktop screen,1
B008IFXQFU,Raghu,5,Must buy!,Reviewed in India on 26 July 2018,Been almost a year. Still using it without an issue on an old desktop. It's connected and runs almost 24x7,1
B008IFXQFU,Kanwar M.,4,decent,Reviewed in India on 3 September 2020,decent,1
B008IFXQFU,SHARAD NANDODE,5,Awesome,Reviewed in India on 11 April 2017,"Awesome Product, it is best product. my laptop wifi card was having problem i was quoted 2200/-, but this solution is awsome and product after 6 months also good",1
B008IFXQFU,Avi,3,Not for 5ghz or dual router,Reviewed in India on 25 January 2020,Buy this only for 2.4 ghz router,2
B008IFXQFU,MOGAN RAJ,1,Do not buy it ...Worst prodect,Reviewed in India on 15 August 2017,It is not working properly.. It worked 2week with out problem then automatically disconnected adapter .so please do not buy it...waste money..,0
B008IFXQFU,hacleronboard,5,value for money,Reviewed in India on 16 August 2016,"I bought this devices because my laptop's WiFi adapter is not supported by Kali Linux for monitor mode n all,This adaptor is supported by kalilinux and i have performed wifi hacking with wifiphisher, airmon-ng, etc and it works wellrange is not very good as it has 4dBi detachable antenna you can attach more powerful antenna if you want",1
B008IFXQFU,Pramila,5,Great pdt,Reviewed in India on 13 August 2019,It is really working good for us just connected to WiFi and set up was fast and quick. No need any of any CD,1
B008IFXQFU,Amazon Customer,4,Very handy device,Reviewed in India on 12 September 2020,"Great device, helps when you have an old desktop.We use the phones excess data as a hotspot for our old desktop. works great.",1
B008IFXQFU,AndyS,4,Nice product for a smooth Wi-Fi experience.,Reviewed in India on 25 June 2019,It should be plug n play but it's not. You need to manually install the driver with the help of CD provided in the box.,1
B008IFXQFU,Rakesh,1,"Not useful for generating hotspot, from LAN",Reviewed in India on 22 January 2019,I wasn't succesful in generating hotspot from my desktop (connected to LAN). TP link customer support recommended a 3rd party (paid) software for the purpose (generate hotspot). Hence did not serve my purpose...Thanks to Amazon for promptly accepting my return,0
B008IFXQFU,Nagendra M. K.,5,Superb Gadget,Reviewed in India on 8 May 2019,Very nice gadget. I purchased it to connect my phone to my computer through hotspot for wireless connection. It is very easy to install with the CD they provided. I was able to connect easily and it is iworking fine in my system with Windows 10 OS,1
B008IFXQFU,Viswa,5,Very good,Reviewed in India on 6 August 2019,Very good product. As of now 3 months completed and don't have any issues.,1
B008IFXQFU,Sameera,5,Easy to install and use.,Reviewed in India on 29 May 2020,Served my purpose,1
B008IFXQFU,Vivek Naskar,5,Best WiFi receiver you can buy at this price.,Reviewed in India on 11 September 2019,Best WiFi receiver you can buy at this price. I have used other WiFi receivers but this one works like charm. Absolutely worth it.,1
B008IFXQFU,MIK,5,Strong signal sense. Good for daily use,Reviewed in India on 2 March 2020,Using it for a year now so far so good. When switching os like windows to linux sometimes you need to unplug it then plug in to work.,1
B008IFXQFU,Amazon Customer,5,Excellent!!,Reviewed in India on 19 May 2020,Excellent product 👍. Easy to use and a great solution for desktops unequipped eith wifi adapter,1
B008IFXQFU,Sumit Saxena,5,"Fantasic Product, Supports Linux and Windows.",Reviewed in India on 21 February 2016,Fantastic Product from reliable company tp-link.Fully support Windows all version ant Linux.So compact and easily portable.Detachable antena so you can upgrade to high range whenever you want.,1
B008IFXQFU,Rohan S,1,Dysfunctional product,Reviewed in India on 19 February 2020,Each product should be checked before being given for retailing...faulty product...I was soooo excited for this...but its performance spoilt my mood completely...please keep the checks in mind...,0
B008IFXQFU,G LOKESH,5,3years of waranty is what amazing for Me,Reviewed in India on 7 November 2019,Using it for 3years super product and service center is In Mount road and nice approach,1
B008IFXQFU,Manojit,5,Excellent 👍,Reviewed in India on 1 June 2020,Value of money Rs.699Nice products 👌,1
B008IFXQFU,Devidas,5,Nice one,Reviewed in India on 7 June 2020,Really good high gain antena,1
B008IFXQFU,sayantan sen,5,Decent Device,Reviewed in India on 27 August 2015,Product performing well...range is good...able to catch wifi signal from routers installed in separate room...even catching my neighbours' wifi signals :P .... after using few days no issues detected....will update again after a prolong use...u can buy it...,1
B008IFXQFU,GreatBlueTiger,5,Perfect,Reviewed in India on 29 October 2018,If you have a second pc in home and you have to acess internet via wifi on it. This is the solution.,1
B008IFXQFU,retnakumar,5,Good..... recommend,Reviewed in India on 13 September 2020,Good product. No compliant.,1
B008IFXQFU,FAHAD JAVEED,1,Wireless adapter,Reviewed in India on 30 July 2020,"It's was a disaster, my laptop was showing weak signal inspite of being closer to my router. Not reliable product.",0
B008IFXQFU,Binay kumar sharma,5,Good product.. Worth buying,Reviewed in India on 16 August 2020,Easy to install.. USB extension cable is extremely helpful.. Nicely packed... Good Wi-Fi signal... In total.. Very worthy product.,1
B008IFXQFU,Rimo Dey123,5,EXCELLENT PRODUCT,Reviewed in India on 22 June 2019,Product is very good with excellent speed .I am using it almost 2 months .no issues really. I use it on my desktop to connect wifi hotspot from my phone. It gives really good speed with 4g wifi and has quite a good range too...,1
B008IFXQFU,Arun Nath J,5,Simple yet awesome.,Reviewed in India on 23 May 2016,Lightning fried my ethernet chip and I opted for this which works perfectly. I get the same speed as of my other connected devices. It's easy to install (windows 7) and not even required to restart the PC after the driver installation. Really good for this price.,1
B008IFXQFU,Anirban Das,1,not good for all wifi signals,Reviewed in India on 6 March 2020,not good for all wifi signals,0
B008IFXQFU,T jamir,5,Nothing is better than this,Reviewed in India on 5 September 2019,Good product was very much upset coz my Laptop WiFi was not working but with this device my laptop WiFi is alive. Good looking stylishly n good quality,1
B008IFXQFU,Vishesh dahate ,5,Good product,Reviewed in India on 28 July 2020,Working perfectly fine no issues very economical product. I would recommend you to buy this.,1
B008IFXQFU,Yashwanth,5,No drop in signal at all,Reviewed in India on 17 July 2020,Absolutely met my expectations. No drop in signal at all even the doors the closed and if your router is within 15 feet.,1
B008IFXQFU,Sp_7718,4,It works,Reviewed in India on 20 August 2018,"It gives Wlan connectivity to my desktop. It had issues connecting in Win7, but works good in Win10.",1
B008IFXQFU,Jagath Gowda,4,"its perfect, small",Reviewed in India on 25 December 2016,"The Product is just right, speed while browsing also cannot be noticed if its slow, it can be seen when you are downloading, normally when I'm downloading with LAN wire the speed hits 3.5 Mbps, but with this TP Link it reaches max to max around 1.5 Mbps. But apart from that, its perfect, small, beautiful & shiny.",1
B008IFXQFU,Hemendra C.,2,Low price range ok product,Reviewed in India on 1 July 2020,Ok product .,0
B008IFXQFU,Mujeeb Mohammad,5,Excellent Adapter.,Reviewed in India on 3 February 2017,"Excellent, compact and fast USB wifi network adapter.Main reason I bought this because it supports creation of HotSpot through this.Works flawlessly.",1
B008IFXQFU,Varun,2,after using it like for over 2 years,Reviewed in India on 3 November 2018,"The driver installation is not easy, not a plug and play ... have to manually update driver ..The reach is good,...The speed is definitely as advertised ..i get 40mbps ..... on downloads .. never higher ..",0
B008IFXQFU,Sharan chatterjee,3,The work goes on,Reviewed in India on 8 November 2019,Definitely easy to use but WiFi signal not up to mark....The work goes on......,2
B008IFXQFU,Amazon Customer,5,Excellent,Reviewed in India on 2 March 2020,Best product as WiFi adapter,1
B008IFXQFU,amazon customer y,4,good,Reviewed in India on 10 September 2020,good,1
B008IFXQFU,kartheek,1,2017 buy this product but net moment not connected wife auto close,Reviewed in India on 13 March 2020,Not working few days again to again,0
B008IFXQFU,Amazon Customer,5,Money value product.,Reviewed in India on 28 July 2020,I used this past 15 days. Product is very easy to use.Signal strength is good.I connect this product with windows 10 pro version.,1
B008IFXQFU,Sagar Saini,1,Not enough speed,Reviewed in India on 9 June 2020,They declared the maximum speed as 150MBPS but the real speed is around 20-30 MBPS.,0
B008IFXQFU,Mandar,5,nic,Reviewed in India on 13 August 2020,awesome product must buy,1
B008IFXQFU,abdul khader ismail,4,Wifi signal,Reviewed in India on 23 September 2019,"I like the build, notification blinking. Cons are low signal quality.  Need to improve in signal receiving quality.",1
B008IFXQFU,Jayalakshmi Vamanan,1,it does not support dual band signal!!!!,Reviewed in India on 23 August 2020,it does not support dual band signal!!!!it says 300mbps to mislead. it only support single band 2.4 gz signal on which 300mbps is not possible.,0
B008IFXQFU,Shwetank Nitiraj,1,Not worth it,Reviewed in India on 4 April 2020,Product works fine at first but didn't even worked for 20 days as soon as the return period is over it stopped working.,0
B008IFXQFU,Babu,5,Worth the xtra bucks . . .,Reviewed in India on 10 March 2018,Perform wonderfully well. I tried some cheap Rs 250 dongle but had to return that and buy this for worry free internet,1
B008IFXQFU,Kindle Customer,4,Good product,Reviewed in India on 21 July 2020,Good product,1
B008IFXQFU,Nitish Yadav,5,"Nice product, reasonable pricing",Reviewed in India on 10 January 2018,Received the product before time. The product works flawlessly and comes with its driver CD. Been using the product and it works a lot better than other WiFi receiver in the same  price range. It is compatible with even old PCs. The best in price range.,1
B008IFXQFU,Gaurav Sharma,5,Works good with Linux,Reviewed in India on 1 September 2020,I was concerned about Linux(*) support but it works in Linux without having to install any driver. Thank you Tplink!(*) Elementary OS 5.1.2 with kernel 4.15.0,1
B008IFXQFU,fakesoul,5,Best!,Reviewed in India on 24 July 2020,"Excellent range, plug and play. Highly recommended.Ps: Review is for the small (nano) one TL-WN725N 150Mbps.",1
B008IFXQFU,amrit,5,Great Product.,Reviewed in India on 27 September 2019,It's a plug and play device. No installation is required. I used it in a Linux mint machine and it worked just fine. Absolute satisfaction.,1
B008IFXQFU,hari pratap singh,5,It is best in its category👍,Reviewed in India on 15 January 2019,This device is turely a winner in its category but only issue is it did not get automatically connected after computer boot but this happens very rarely. It can be system issue and may be not this device issue.,1
B008IFXQFU,Amazon Customer,5,Working nice till now no issue,Reviewed in India on 4 August 2020,Wifi USB adapter working good its been more than 3 years and I'm totally satisfied with this product. Go for it!,1
B008IFXQFU,Shelendra Singh,4,Not that good. But nice one.,Reviewed in India on 25 December 2017,Not that good. Provides good speed. Up to 5 mbps.It is quite easy to install it. Just put the cd in your dvd driver. And it will be automatically installed.,1
B008IFXQFU,Bhushan,4,Good but getting hot,Reviewed in India on 5 July 2020,Getting hot,1
B008IFXQFU,Soumya Mondal,3,"It is a good product, but as expected it has range issues ...",Reviewed in India on 16 May 2018,"It is a good product, but as expected it has range issues don't expect much. I bought it 8 months ago along with my router when the price was Rs.450 buy it if only you are in close range/proximity to your router or wifi extender because you will not get a strong signal.",2
B008IFXQFU,ATH,2,Changed my review after giving it 4 earlier,Reviewed in India on 1 February 2018,Like all cheap Chinese wifi connectors it has stopped working in a few months...  Doesn't connect anymore... Waste of money,0
B008IFXQFU,kishore,4,Awesome,Reviewed in India on 4 December 2018,It's very good... Just plugin and install the software given in the CD.. and follow the instructions to connect to WiFi,1
B008IFXQFU,shankar,5,Good product. Value for money,Reviewed in India on 16 August 2020,Value for money,1
B008IFXQFU,LV Vijay Kumar,5,Best product,Reviewed in India on 13 August 2020,Awesome product works seamlessly and network speeds are very good,1
B008IFXQFU,Amazon Customer,4,ok,Reviewed in India on 12 August 2020,good,1
B008IFXQFU,Abhas,5,Very easy,Reviewed in India on 30 October 2018,Very user-friendly. Just plug and you are good to go. You can just plug it and forget about it. Connectivity is just like others nothing special about it,1
B008IFXQFU,Moazzam Nalwalla,4,Good product,Reviewed in India on 22 May 2019,Extremely compact... However for some reason it was only registering half the speed on my lappie when I did a speed test,1
B008IFXQFU,Akash G,1,not reliable product,Reviewed in India on 25 June 2020,"suddenly stopped working after 10th day, don't buy this crap product.",0
B008IFXQFU,M M M,4,wifi signal from 10m cant catch from my jio phone,Reviewed in India on 6 July 2020,"Still i think if you are using good smart phone or router then  their hotspot may be good for signaling,in my case iam using jio phones",1
B008IFXQFU,Supriya Ghorui,5,Really very helpful to connect and use your mobile data ...,Reviewed in India on 23 January 2016,Really very helpful to connect and use your mobile data via wi-fi.Ease of use has defined its place.Please go for it if you wish to have one.Experience yourself the ease of doing business with it.,1
B008IFXQFU,Rajendrsinh Gohil,5,Superb item..,Reviewed in India on 22 October 2019,I use it for 6 to 8 hours as hotspot...working fine no issue...of connection lost or turn off it self...,1
